RUN	bank.CreateAccountSimulation	createaccountsimulation	1593599673367	 	3.3.1
USER	Create account	1416	END	1593599684506	1593599696749
REQUEST	1711		Create new account	1593599685495	1593599696750	OK	 
USER	Create account	1711	END	1593599685494	1593599696751
USER	Create account	5088	START	1593599696758	1593599696758
USER	Create account	5089	START	1593599696758	1593599696758
USER	Create account	5090	START	1593599696758	1593599696758
USER	Create account	5092	START	1593599696768	1593599696768
USER	Create account	5093	START	1593599696768	1593599696768
USER	Create account	5091	START	1593599696768	1593599696768
USER	Create account	5094	START	1593599696779	1593599696779
USER	Create account	5096	START	1593599696779	1593599696779
USER	Create account	5095	START	1593599696779	1593599696779
USER	Create account	5097	START	1593599696784	1593599696784
USER	Create account	5099	START	1593599696784	1593599696784
USER	Create account	5098	START	1593599696784	1593599696784
USER	Create account	5101	START	1593599696795	1593599696795
USER	Create account	5100	START	1593599696795	1593599696795
USER	Create account	5102	START	1593599696795	1593599696795
USER	Create account	5103	START	1593599696805	1593599696805
USER	Create account	5105	START	1593599696805	1593599696805
USER	Create account	5104	START	1593599696805	1593599696805
REQUEST	1723		Create new account	1593599685538	1593599696806	OK	 
USER	Create account	1723	END	1593599685537	1593599696806
REQUEST	1721		Create new account	1593599685527	1593599696808	OK	 
USER	Create account	1721	END	1593599685527	1593599696808
REQUEST	2319		Create new account	1593599687514	1593599696811	OK	 
USER	Create account	2319	END	1593599687514	1593599696811
USER	Create account	5107	START	1593599696816	1593599696816
USER	Create account	5106	START	1593599696816	1593599696816
USER	Create account	5108	START	1593599696816	1593599696816
USER	Create account	5111	START	1593599696827	1593599696827
USER	Create account	5109	START	1593599696827	1593599696827
USER	Create account	5110	START	1593599696827	1593599696827
USER	Create account	5114	START	1593599696838	1593599696838
USER	Create account	5112	START	1593599696838	1593599696838
USER	Create account	5113	START	1593599696838	1593599696838
REQUEST	2325		Create new account	1593599687537	1593599696846	OK	 
USER	Create account	2325	END	1593599687535	1593599696847
USER	Create account	5117	START	1593599696848	1593599696848
USER	Create account	5116	START	1593599696848	1593599696848
USER	Create account	5115	START	1593599696848	1593599696848
USER	Create account	5120	START	1593599696859	1593599696859
USER	Create account	5118	START	1593599696859	1593599696859
USER	Create account	5119	START	1593599696859	1593599696859
USER	Create account	5122	START	1593599696864	1593599696864
USER	Create account	5121	START	1593599696864	1593599696864
USER	Create account	5123	START	1593599696864	1593599696864
REQUEST	1722		Create new account	1593599685538	1593599696867	OK	 
USER	Create account	1722	END	1593599685537	1593599696868
USER	Create account	5126	START	1593599696874	1593599696874
USER	Create account	5124	START	1593599696874	1593599696874
USER	Create account	5125	START	1593599696874	1593599696874
REQUEST	2023		Create new account	1593599686539	1593599696875	OK	 
USER	Create account	2023	END	1593599686538	1593599696875
REQUEST	1132		Create new account	1593599683565	1593599696876	OK	 
USER	Create account	1132	END	1593599683565	1593599696876
USER	Create account	5128	START	1593599696884	1593599696884
USER	Create account	5127	START	1593599696884	1593599696884
USER	Create account	5129	START	1593599696884	1593599696884
USER	Create account	5130	START	1593599696895	1593599696895
USER	Create account	5131	START	1593599696895	1593599696895
USER	Create account	5132	START	1593599696895	1593599696895
USER	Create account	5134	START	1593599696906	1593599696906
USER	Create account	5135	START	1593599696906	1593599696906
USER	Create account	5133	START	1593599696906	1593599696906
USER	Create account	5136	START	1593599696916	1593599696916
USER	Create account	5137	START	1593599696917	1593599696917
USER	Create account	5138	START	1593599696917	1593599696917
USER	Create account	5140	START	1593599696927	1593599696927
USER	Create account	5141	START	1593599696927	1593599696927
USER	Create account	5139	START	1593599696927	1593599696927
REQUEST	1439		Create new account	1593599684584	1593599696936	OK	 
REQUEST	1149		Create new account	1593599683618	1593599696936	OK	 
USER	Create account	1439	END	1593599684584	1593599696936
USER	Create account	1149	END	1593599683618	1593599696936
USER	Create account	5143	START	1593599696938	1593599696938
USER	Create account	5142	START	1593599696938	1593599696938
USER	Create account	5144	START	1593599696938	1593599696938
REQUEST	1746		Create new account	1593599685616	1593599696939	OK	 
USER	Create account	1746	END	1593599685616	1593599696939
USER	Create account	5147	START	1593599696949	1593599696949
USER	Create account	5146	START	1593599696949	1593599696949
USER	Create account	5145	START	1593599696949	1593599696949
USER	Create account	5148	START	1593599696954	1593599696954
USER	Create account	5149	START	1593599696954	1593599696954
USER	Create account	5150	START	1593599696954	1593599696954
REQUEST	1449		Create new account	1593599684615	1593599696955	OK	 
USER	Create account	1449	END	1593599684615	1593599696955
USER	Create account	5151	START	1593599696964	1593599696964
USER	Create account	5153	START	1593599696964	1593599696964
USER	Create account	5152	START	1593599696964	1593599696964
USER	Create account	5156	START	1593599696974	1593599696974
USER	Create account	5154	START	1593599696974	1593599696974
USER	Create account	5155	START	1593599696974	1593599696974
USER	Create account	5157	START	1593599696984	1593599696984
USER	Create account	5159	START	1593599696984	1593599696984
USER	Create account	5158	START	1593599696984	1593599696984
USER	Create account	5162	START	1593599696995	1593599696995
USER	Create account	5161	START	1593599696995	1593599696995
USER	Create account	5160	START	1593599696995	1593599696995
USER	Create account	5164	START	1593599697005	1593599697005
USER	Create account	5165	START	1593599697005	1593599697005
USER	Create account	5163	START	1593599697005	1593599697005
USER	Create account	5166	START	1593599697016	1593599697016
USER	Create account	5168	START	1593599697016	1593599697016
USER	Create account	5167	START	1593599697016	1593599697016
USER	Create account	5169	START	1593599697027	1593599697027
USER	Create account	5170	START	1593599697027	1593599697027
USER	Create account	5171	START	1593599697027	1593599697027
REQUEST	2357		Create new account	1593599687645	1593599697028	OK	 
REQUEST	2068		Create new account	1593599686684	1593599697028	OK	 
USER	Create account	2357	END	1593599687645	1593599697028
USER	Create account	2068	END	1593599686684	1593599697028
REQUEST	2358		Create new account	1593599687645	1593599697030	OK	 
REQUEST	1472		Create new account	1593599684694	1593599697030	OK	 
USER	Create account	1472	END	1593599684694	1593599697031
USER	Create account	2358	END	1593599687645	1593599697031
USER	Create account	5173	START	1593599697037	1593599697037
USER	Create account	5174	START	1593599697037	1593599697037
USER	Create account	5172	START	1593599697037	1593599697037
USER	Create account	5175	START	1593599697047	1593599697047
USER	Create account	5177	START	1593599697047	1593599697047
USER	Create account	5176	START	1593599697047	1593599697047
USER	Create account	5180	START	1593599697057	1593599697057
USER	Create account	5179	START	1593599697057	1593599697057
USER	Create account	5178	START	1593599697057	1593599697057
USER	Create account	5183	START	1593599697068	1593599697068
USER	Create account	5181	START	1593599697068	1593599697068
USER	Create account	5182	START	1593599697068	1593599697068
REQUEST	2090		Create new account	1593599686758	1593599697073	OK	 
USER	Create account	2090	END	1593599686758	1593599697074
REQUEST	1471		Create new account	1593599684694	1593599697078	OK	 
USER	Create account	1471	END	1593599684694	1593599697078
USER	Create account	5185	START	1593599697079	1593599697079
USER	Create account	5186	START	1593599697079	1593599697079
USER	Create account	5184	START	1593599697079	1593599697079
USER	Create account	5188	START	1593599697084	1593599697084
USER	Create account	5187	START	1593599697084	1593599697084
USER	Create account	5189	START	1593599697084	1593599697084
REQUEST	2083		Create new account	1593599686737	1593599697086	OK	 
USER	Create account	2083	END	1593599686736	1593599697086
REQUEST	2380		Create new account	1593599687725	1593599697087	OK	 
USER	Create account	2380	END	1593599687725	1593599697087
USER	Create account	5190	START	1593599697094	1593599697094
USER	Create account	5192	START	1593599697094	1593599697094
USER	Create account	5191	START	1593599697094	1593599697094
USER	Create account	5195	START	1593599697104	1593599697104
USER	Create account	5193	START	1593599697104	1593599697104
USER	Create account	5194	START	1593599697104	1593599697104
USER	Create account	5196	START	1593599697114	1593599697114
USER	Create account	5198	START	1593599697114	1593599697114
USER	Create account	5197	START	1593599697114	1593599697114
USER	Create account	5200	START	1593599697125	1593599697125
USER	Create account	5199	START	1593599697125	1593599697125
USER	Create account	5201	START	1593599697125	1593599697125
USER	Create account	5203	START	1593599697136	1593599697136
USER	Create account	5204	START	1593599697136	1593599697136
USER	Create account	5202	START	1593599697136	1593599697136
USER	Create account	5207	START	1593599697146	1593599697146
USER	Create account	5206	START	1593599697146	1593599697146
USER	Create account	5205	START	1593599697146	1593599697146
REQUEST	1495		Create new account	1593599684777	1593599697152	OK	 
REQUEST	1491		Create new account	1593599684757	1593599697152	OK	 
USER	Create account	1491	END	1593599684757	1593599697152
USER	Create account	1495	END	1593599684777	1593599697152
USER	Create account	5210	START	1593599697157	1593599697157
USER	Create account	5208	START	1593599697157	1593599697157
USER	Create account	5209	START	1593599697157	1593599697157
USER	Create account	5211	START	1593599697168	1593599697168
USER	Create account	5213	START	1593599697168	1593599697168
USER	Create account	5212	START	1593599697168	1593599697168
REQUEST	2089		Create new account	1593599686758	1593599697168	OK	 
USER	Create account	2089	END	1593599686758	1593599697169
REQUEST	1198		Create new account	1593599683784	1593599697170	OK	 
USER	Create account	1198	END	1593599683784	1593599697170
USER	Create account	5214	START	1593599697178	1593599697178
USER	Create account	5215	START	1593599697178	1593599697178
USER	Create account	5216	START	1593599697178	1593599697178
USER	Create account	5217	START	1593599697189	1593599697189
USER	Create account	5218	START	1593599697189	1593599697189
USER	Create account	5219	START	1593599697189	1593599697189
USER	Create account	5221	START	1593599697194	1593599697194
USER	Create account	5222	START	1593599697194	1593599697194
USER	Create account	5220	START	1593599697194	1593599697194
USER	Create account	5224	START	1593599697204	1593599697204
USER	Create account	5223	START	1593599697204	1593599697204
USER	Create account	5225	START	1593599697204	1593599697204
USER	Create account	5226	START	1593599697214	1593599697214
USER	Create account	5227	START	1593599697214	1593599697214
USER	Create account	5228	START	1593599697214	1593599697214
USER	Create account	5231	START	1593599697225	1593599697225
USER	Create account	5230	START	1593599697225	1593599697225
USER	Create account	5229	START	1593599697225	1593599697225
USER	Create account	5234	START	1593599697235	1593599697235
USER	Create account	5232	START	1593599697235	1593599697235
USER	Create account	5233	START	1593599697235	1593599697235
REQUEST	1017		Create new account	1593599683179	1593599697241	OK	 
