RUN	bank.TransactionsSimulation	transactionssimulation	1593600116115	 	3.3.1
USER	Transactions	1051	END	1593600129504	1593600135303
REQUEST	1052		Transaction	1593600129504	1593600135305	OK	 
USER	Transactions	1052	END	1593600129504	1593600135305
USER	Transactions	1923	START	1593600135309	1593600135309
REQUEST	1053		Transaction	1593600129515	1593600135311	OK	 
USER	Transactions	1053	END	1593600129514	1593600135311
USER	Transactions	1924	START	1593600135314	1593600135314
USER	Transactions	1925	START	1593600135314	1593600135314
REQUEST	1050		Transaction	1593600129494	1593600135317	OK	 
USER	Transactions	1050	END	1593600129494	1593600135318
USER	Transactions	1926	START	1593600135324	1593600135324
USER	Transactions	1927	START	1593600135334	1593600135334
USER	Transactions	1928	START	1593600135334	1593600135334
USER	Transactions	1929	START	1593600135345	1593600135345
REQUEST	1055		Transaction	1593600129526	1593600135351	OK	 
REQUEST	1054		Transaction	1593600129525	1593600135351	OK	 
USER	Transactions	1055	END	1593600129525	1593600135352
USER	Transactions	1054	END	1593600129525	1593600135352
USER	Transactions	1930	START	1593600135355	1593600135355
USER	Transactions	1931	START	1593600135355	1593600135355
REQUEST	1056		Transaction	1593600129536	1593600135357	OK	 
USER	Transactions	1056	END	1593600129536	1593600135358
REQUEST	1058		Transaction	1593600129546	1593600135359	OK	 
USER	Transactions	1058	END	1593600129546	1593600135359
USER	Transactions	1932	START	1593600135366	1593600135366
USER	Transactions	1933	START	1593600135377	1593600135377
USER	Transactions	1934	START	1593600135377	1593600135377
USER	Transactions	1935	START	1593600135387	1593600135387
USER	Transactions	1937	START	1593600135398	1593600135398
USER	Transactions	1936	START	1593600135398	1593600135398
REQUEST	1059		Transaction	1593600129556	1593600135401	OK	 
REQUEST	1061		Transaction	1593600129567	1593600135401	OK	 
USER	Transactions	1061	END	1593600129567	1593600135401
USER	Transactions	1059	END	1593600129556	1593600135401
REQUEST	1057		Transaction	1593600129546	1593600135404	OK	 
USER	Transactions	1057	END	1593600129546	1593600135404
USER	Transactions	1938	START	1593600135409	1593600135409
USER	Transactions	1940	START	1593600135414	1593600135414
USER	Transactions	1939	START	1593600135414	1593600135414
REQUEST	1060		Transaction	1593600129567	1593600135415	OK	 
USER	Transactions	1060	END	1593600129567	1593600135415
USER	Transactions	1941	START	1593600135424	1593600135424
USER	Transactions	1942	START	1593600135434	1593600135434
USER	Transactions	1943	START	1593600135434	1593600135434
USER	Transactions	1944	START	1593600135445	1593600135445
REQUEST	1063		Transaction	1593600129589	1593600135454	OK	 
REQUEST	1064		Transaction	1593600129588	1593600135454	OK	 
USER	Transactions	1064	END	1593600129588	1593600135455
USER	Transactions	1063	END	1593600129588	1593600135455
USER	Transactions	1946	START	1593600135455	1593600135455
USER	Transactions	1945	START	1593600135455	1593600135455
REQUEST	1062		Transaction	1593600129578	1593600135456	OK	 
USER	Transactions	1062	END	1593600129577	1593600135456
REQUEST	1065		Transaction	1593600129599	1593600135465	OK	 
USER	Transactions	1947	START	1593600135465	1593600135465
USER	Transactions	1065	END	1593600129599	1593600135465
USER	Transactions	1949	START	1593600135476	1593600135476
USER	Transactions	1948	START	1593600135476	1593600135476
USER	Transactions	1950	START	1593600135486	1593600135486
REQUEST	1068		Transaction	1593600129614	1593600135495	OK	 
USER	Transactions	1068	END	1593600129614	1593600135495
USER	Transactions	1951	START	1593600135497	1593600135497
USER	Transactions	1952	START	1593600135497	1593600135497
REQUEST	1066		Transaction	1593600129604	1593600135501	OK	 
USER	Transactions	1066	END	1593600129604	1593600135501
USER	Transactions	1953	START	1593600135508	1593600135508
REQUEST	1070		Transaction	1593600129625	1593600135511	OK	 
USER	Transactions	1070	END	1593600129625	1593600135511
REQUEST	1067		Transaction	1593600129604	1593600135514	OK	 
USER	Transactions	1067	END	1593600129604	1593600135514
USER	Transactions	1954	START	1593600135519	1593600135519
USER	Transactions	1955	START	1593600135519	1593600135519
USER	Transactions	1956	START	1593600135524	1593600135524
USER	Transactions	1957	START	1593600135534	1593600135534
USER	Transactions	1958	START	1593600135534	1593600135534
REQUEST	1071		Transaction	1593600129635	1593600135543	OK	 
USER	Transactions	1071	END	1593600129635	1593600135543
USER	Transactions	1959	START	1593600135545	1593600135545
REQUEST	1069		Transaction	1593600129625	1593600135553	OK	 
USER	Transactions	1069	END	1593600129624	1593600135554
USER	Transactions	1960	START	1593600135556	1593600135556
USER	Transactions	1961	START	1593600135556	1593600135556
REQUEST	1073		Transaction	1593600129646	1593600135565	OK	 
USER	Transactions	1073	END	1593600129646	1593600135565
USER	Transactions	1962	START	1593600135566	1593600135566
REQUEST	1072		Transaction	1593600129646	1593600135567	OK	 
USER	Transactions	1072	END	1593600129646	1593600135567
USER	Transactions	1963	START	1593600135577	1593600135577
USER	Transactions	1964	START	1593600135577	1593600135577
REQUEST	1074		Transaction	1593600129657	1593600135586	OK	 
USER	Transactions	1074	END	1593600129657	1593600135586
USER	Transactions	1965	START	1593600135588	1593600135588
REQUEST	1075		Transaction	1593600129667	1593600135592	OK	 
USER	Transactions	1075	END	1593600129667	1593600135593
USER	Transactions	1967	START	1593600135598	1593600135598
USER	Transactions	1966	START	1593600135598	1593600135598
USER	Transactions	1968	START	1593600135609	1593600135609
REQUEST	1077		Transaction	1593600129678	1593600135610	OK	 
USER	Transactions	1077	END	1593600129678	1593600135610
REQUEST	1076		Transaction	1593600129668	1593600135612	OK	 
USER	Transactions	1076	END	1593600129667	1593600135612
USER	Transactions	1969	START	1593600135614	1593600135614
USER	Transactions	1970	START	1593600135614	1593600135614
USER	Transactions	1971	START	1593600135624	1593600135624
REQUEST	1078		Transaction	1593600129689	1593600135630	OK	 
USER	Transactions	1078	END	1593600129689	1593600135630
REQUEST	1079		Transaction	1593600129689	1593600135631	OK	 
USER	Transactions	1079	END	1593600129689	1593600135632
USER	Transactions	1973	START	1593600135635	1593600135635
USER	Transactions	1972	START	1593600135635	1593600135635
USER	Transactions	1974	START	1593600135645	1593600135645
REQUEST	1082		Transaction	1593600129704	1593600135651	OK	 
USER	Transactions	1082	END	1593600129704	1593600135652
USER	Transactions	1975	START	1593600135656	1593600135656
USER	Transactions	1976	START	1593600135656	1593600135656
REQUEST	1081		Transaction	1593600129704	1593600135660	OK	 
USER	Transactions	1081	END	1593600129704	1593600135661
USER	Transactions	1977	START	1593600135667	1593600135667
REQUEST	1083		Transaction	1593600129714	1593600135681	OK	 
USER	Transactions	1083	END	1593600129714	1593600135682
REQUEST	1084		Transaction	1593600129724	1593600135683	OK	 
USER	Transactions	1084	END	1593600129724	1593600135683
USER	Transactions	1978	START	1593600135688	1593600135688
REQUEST	1080		Transaction	1593600129694	1593600135692	OK	 
USER	Transactions	1080	END	1593600129694	1593600135693
USER	Transactions	1979	START	1593600135698	1593600135698
USER	Transactions	1980	START	1593600135698	1593600135698
REQUEST	1086		Transaction	1593600129735	1593600135704	OK	 
USER	Transactions	1086	END	1593600129735	1593600135705
USER	Transactions	1981	START	1593600135709	1593600135709
USER	Transactions	1982	START	1593600135714	1593600135714
USER	Transactions	1983	START	1593600135714	1593600135714
REQUEST	1085		Transaction	1593600129724	1593600135720	OK	 
USER	Transactions	1085	END	1593600129724	1593600135720
REQUEST	1088		Transaction	1593600129745	1593600135725	OK	 
USER	Transactions	1984	START	1593600135724	1593600135724
USER	Transactions	1088	END	1593600129745	1593600135725
USER	Transactions	1985	START	1593600135735	1593600135735
USER	Transactions	1986	START	1593600135735	1593600135735
REQUEST	1087		Transaction	1593600129745	1593600135739	OK	 
USER	Transactions	1087	END	1593600129745	1593600135739
USER	Transactions	1987	START	1593600135745	1593600135745
REQUEST	1089		Transaction	1593600129756	1593600135750	OK	 
USER	Transactions	1089	END	1593600129755	1593600135751
USER	Transactions	1989	START	1593600135756	1593600135756
USER	Transactions	1988	START	1593600135756	1593600135756
REQUEST	1090		Transaction	1593600129766	1593600135764	OK	 
USER	Transactions	1090	END	1593600129766	1593600135764
REQUEST	1091		Transaction	1593600129766	1593600135766	OK	 
USER	Transactions	1990	START	1593600135766	1593600135766
USER	Transactions	1091	END	1593600129766	1593600135767
USER	Transactions	1992	START	1593600135777	1593600135777
USER	Transactions	1991	START	1593600135777	1593600135777
REQUEST	1092		Transaction	1593600129777	1593600135787	OK	 
USER	Transactions	1092	END	1593600129776	1593600135787
USER	Transactions	1993	START	1593600135787	1593600135787
USER	Transactions	1995	START	1593600135798	1593600135798
USER	Transactions	1994	START	1593600135798	1593600135798
USER	Transactions	1996	START	1593600135808	1593600135808
REQUEST	1093		Transaction	1593600129787	1593600135812	OK	 
USER	Transactions	1093	END	1593600129787	1593600135813
REQUEST	1095		Transaction	1593600129797	1593600135814	OK	 
USER	Transactions	1095	END	1593600129797	1593600135814
USER	Transactions	1997	START	1593600135818	1593600135818
USER	Transactions	1998	START	1593600135818	1593600135818
REQUEST	1094		Transaction	1593600129787	1593600135821	OK	 
USER	Transactions	1094	END	1593600129787	1593600135822
USER	Transactions	1999	START	1593600135829	1593600135829
USER	Transactions	2001	START	1593600135834	1593600135834
USER	Transactions	2000	START	1593600135834	1593600135834
REQUEST	1096		Transaction	1593600129808	1593600135835	OK	 
USER	Transactions	1096	END	1593600129808	1593600135835
USER	Transactions	2002	START	1593600135844	1593600135844
USER	Transactions	2004	START	1593600135854	1593600135854
REQUEST	1099		Transaction	1593600129829	1593600135854	OK	 
USER	Transactions	2003	START	1593600135854	1593600135854
USER	Transactions	1099	END	1593600129829	1593600135855
REQUEST	1098		Transaction	1593600129819	1593600135861	OK	 
REQUEST	1097		Transaction	1593600129808	1593600135861	OK	 
USER	Transactions	1097	END	1593600129808	1593600135861
USER	Transactions	1098	END	1593600129818	1593600135861
USER	Transactions	2005	START	1593600135864	1593600135864
USER	Transactions	2007	START	1593600135875	1593600135875
USER	Transactions	2006	START	1593600135875	1593600135875
REQUEST	1101		Transaction	1593600129839	1593600135879	OK	 
USER	Transactions	1101	END	1593600129839	1593600135880
USER	Transactions	2008	START	1593600135885	1593600135885
REQUEST	1100		Transaction	1593600129829	1593600135895	OK	 
USER	Transactions	1100	END	1593600129829	1593600135895
USER	Transactions	2009	START	1593600135896	1593600135896
USER	Transactions	2010	START	1593600135896	1593600135896
USER	Transactions	2011	START	1593600135906	1593600135906
REQUEST	1103		Transaction	1593600129844	1593600135908	OK	 
USER	Transactions	1103	END	1593600129844	1593600135908
REQUEST	1102		Transaction	1593600129844	1593600135909	OK	 
USER	Transactions	1102	END	1593600129844	1593600135909
USER	Transactions	2012	START	1593600135916	1593600135916
USER	Transactions	2013	START	1593600135916	1593600135916
USER	Transactions	2014	START	1593600135927	1593600135927
REQUEST	1104		Transaction	1593600129854	1593600135931	OK	 
USER	Transactions	1104	END	1593600129854	1593600135931
REQUEST	1106		Transaction	1593600129864	1593600135934	OK	 
USER	Transactions	1106	END	1593600129864	1593600135935
USER	Transactions	2015	START	1593600135937	1593600135937
USER	Transactions	2016	START	1593600135937	1593600135937
USER	Transactions	2017	START	1593600135947	1593600135947
REQUEST	1105		Transaction	1593600129864	1593600135954	OK	 
USER	Transactions	1105	END	1593600129864	1593600135954
USER	Transactions	2018	START	1593600135958	1593600135958
USER	Transactions	2019	START	1593600135958	1593600135958
REQUEST	1107		Transaction	1593600129875	1593600135962	OK	 
USER	Transactions	1107	END	1593600129874	1593600135962
USER	Transactions	2020	START	1593600135969	1593600135969
REQUEST	1108		Transaction	1593600129885	1593600135973	OK	 
USER	Transactions	1108	END	1593600129885	1593600135973
USER	Transactions	2021	START	1593600135974	1593600135974
USER	Transactions	2022	START	1593600135974	1593600135974
USER	Transactions	2023	START	1593600135984	1593600135984
REQUEST	1110		Transaction	1593600129896	1593600135987	OK	 
USER	Transactions	1110	END	1593600129896	1593600135987
USER	Transactions	2025	START	1593600135995	1593600135995
USER	Transactions	2024	START	1593600135995	1593600135995
REQUEST	1109		Transaction	1593600129885	1593600136004	OK	 
USER	Transactions	1109	END	1593600129885	1593600136004
USER	Transactions	2026	START	1593600136005	1593600136005
REQUEST	1112		Transaction	1593600129907	1593600136009	OK	 
USER	Transactions	1112	END	1593600129907	1593600136009
USER	Transactions	2028	START	1593600136016	1593600136016
USER	Transactions	2027	START	1593600136016	1593600136016
REQUEST	1113		Transaction	1593600129918	1593600136024	OK	 
USER	Transactions	1113	END	1593600129917	1593600136024
USER	Transactions	2029	START	1593600136026	1593600136026
USER	Transactions	2031	START	1593600136037	1593600136037
USER	Transactions	2030	START	1593600136037	1593600136037
USER	Transactions	2032	START	1593600136047	1593600136047
REQUEST	1114		Transaction	1593600129929	1593600136048	OK	 
USER	Transactions	1114	END	1593600129928	1593600136049
REQUEST	1111		Transaction	1593600129907	1593600136053	OK	 
USER	Transactions	1111	END	1593600129907	1593600136053
REQUEST	1115		Transaction	1593600129929	1593600136056	OK	 
USER	Transactions	1115	END	1593600129928	1593600136056
USER	Transactions	2033	START	1593600136058	1593600136058
USER	Transactions	2034	START	1593600136058	1593600136058
REQUEST	1116		Transaction	1593600129939	1593600136065	OK	 
USER	Transactions	1116	END	1593600129939	1593600136065
USER	Transactions	2035	START	1593600136068	1593600136068
REQUEST	1117		Transaction	1593600129944	1593600136076	OK	 
USER	Transactions	1117	END	1593600129944	1593600136076
USER	Transactions	2036	START	1593600136079	1593600136079
USER	Transactions	2037	START	1593600136079	1593600136079
USER	Transactions	2038	START	1593600136084	1593600136084
REQUEST	1118		Transaction	1593600129944	1593600136093	OK	 
REQUEST	1119		Transaction	1593600129954	1593600136093	OK	 
USER	Transactions	1118	END	1593600129944	1593600136093
USER	Transactions	1119	END	1593600129954	1593600136093
USER	Transactions	2039	START	1593600136094	1593600136094
USER	Transactions	2040	START	1593600136094	1593600136094
USER	Transactions	2041	START	1593600136104	1593600136104
REQUEST	1121		Transaction	1593600129964	1593600136108	OK	 
USER	Transactions	1121	END	1593600129964	1593600136108
USER	Transactions	2042	START	1593600136115	1593600136115
USER	Transactions	2043	START	1593600136115	1593600136115
REQUEST	1120		Transaction	1593600129964	1593600136121	OK	 
USER	Transactions	1120	END	1593600129964	1593600136122
USER	Transactions	2044	START	1593600136125	1593600136125
USER	Transactions	2046	START	1593600136136	1593600136136
USER	Transactions	2045	START	1593600136136	1593600136136
REQUEST	1122		Transaction	1593600129975	1593600136141	OK	 
REQUEST	1124		Transaction	1593600129985	1593600136141	OK	 
USER	Transactions	1122	END	1593600129975	1593600136141
USER	Transactions	1124	END	1593600129985	1593600136141
USER	Transactions	2047	START	1593600136146	1593600136146
REQUEST	1123		Transaction	1593600129985	1593600136149	OK	 
USER	Transactions	1123	END	1593600129985	1593600136149
USER	Transactions	2048	START	1593600136157	1593600136157
USER	Transactions	2049	START	1593600136157	1593600136157
REQUEST	1125		Transaction	1593600129995	1593600136162	OK	 
USER	Transactions	1125	END	1593600129995	1593600136163
USER	Transactions	2050	START	1593600136168	1593600136168
USER	Transactions	2051	START	1593600136179	1593600136179
USER	Transactions	2052	START	1593600136179	1593600136179
REQUEST	1126		Transaction	1593600130006	1593600136183	OK	 
USER	Transactions	2053	START	1593600136184	1593600136184
USER	Transactions	1126	END	1593600130006	1593600136184
REQUEST	1128		Transaction	1593600130016	1593600136194	OK	 
USER	Transactions	1128	END	1593600130016	1593600136194
USER	Transactions	2054	START	1593600136194	1593600136194
USER	Transactions	2055	START	1593600136194	1593600136194
REQUEST	1127		Transaction	1593600130006	1593600136197	OK	 
USER	Transactions	1127	END	1593600130006	1593600136197
USER	Transactions	2056	START	1593600136204	1593600136204
REQUEST	1129		Transaction	1593600130027	1593600136209	OK	 
USER	Transactions	1129	END	1593600130026	1593600136209
USER	Transactions	2058	START	1593600136215	1593600136215
USER	Transactions	2057	START	1593600136215	1593600136215
USER	Transactions	2059	START	1593600136226	1593600136226
REQUEST	1131		Transaction	1593600130037	1593600136235	OK	 
USER	Transactions	1131	END	1593600130037	1593600136236
USER	Transactions	2060	START	1593600136236	1593600136236
USER	Transactions	2061	START	1593600136236	1593600136236
REQUEST	1130		Transaction	1593600130027	1593600136238	OK	 
USER	Transactions	1130	END	1593600130026	1593600136238
REQUEST	1133		Transaction	1593600130048	1593600136242	OK	 
USER	Transactions	1133	END	1593600130048	1593600136242
USER	Transactions	2062	START	1593600136246	1593600136246
USER	Transactions	2063	START	1593600136257	1593600136257
USER	Transactions	2064	START	1593600136257	1593600136257
REQUEST	1132		Transaction	1593600130048	1593600136258	OK	 
USER	Transactions	1132	END	1593600130048	1593600136259
USER	Transactions	2065	START	1593600136267	1593600136267
USER	Transactions	2067	START	1593600136278	1593600136278
USER	Transactions	2066	START	1593600136278	1593600136278
REQUEST	1134		Transaction	1593600130058	1593600136280	OK	 
USER	Transactions	1134	END	1593600130058	1593600136280
REQUEST	1136		Transaction	1593600130068	1593600136281	OK	 
REQUEST	1135		Transaction	1593600130068	1593600136281	OK	 
USER	Transactions	1135	END	1593600130068	1593600136281
USER	Transactions	1136	END	1593600130068	1593600136281
USER	Transactions	2068	START	1593600136289	1593600136289
USER	Transactions	2069	START	1593600136294	1593600136294
USER	Transactions	2070	START	1593600136294	1593600136294
USER	Transactions	2071	START	1593600136304	1593600136304
REQUEST	1137		Transaction	1593600130079	1593600136307	OK	 
USER	Transactions	1137	END	1593600130079	1593600136308
USER	Transactions	2073	START	1593600136314	1593600136314
USER	Transactions	2072	START	1593600136314	1593600136314
USER	Transactions	2074	START	1593600136325	1593600136325
REQUEST	1138		Transaction	1593600130084	1593600136327	OK	 
USER	Transactions	1138	END	1593600130084	1593600136327
REQUEST	1139		Transaction	1593600130084	1593600136332	OK	 
USER	Transactions	1139	END	1593600130084	1593600136332
USER	Transactions	2075	START	1593600136336	1593600136336
USER	Transactions	2076	START	1593600136336	1593600136336
REQUEST	1140		Transaction	1593600130094	1593600136336	OK	 
USER	Transactions	1140	END	1593600130094	1593600136336
USER	Transactions	2077	START	1593600136346	1593600136346
USER	Transactions	2078	START	1593600136357	1593600136357
USER	Transactions	2079	START	1593600136357	1593600136357
REQUEST	1142		Transaction	1593600130105	1593600136361	OK	 
USER	Transactions	1142	END	1593600130104	1593600136361
USER	Transactions	2080	START	1593600136367	1593600136367
USER	Transactions	2081	START	1593600136378	1593600136378
USER	Transactions	2082	START	1593600136378	1593600136378
USER	Transactions	2083	START	1593600136388	1593600136388
REQUEST	1143		Transaction	1593600130115	1593600136389	OK	 
USER	Transactions	1143	END	1593600130115	1593600136390
REQUEST	1141		Transaction	1593600130105	1593600136392	OK	 
USER	Transactions	1141	END	1593600130104	1593600136393
REQUEST	1145		Transaction	1593600130126	1593600136397	OK	 
USER	Transactions	1145	END	1593600130126	1593600136397
USER	Transactions	2085	START	1593600136399	1593600136399
USER	Transactions	2084	START	1593600136399	1593600136399
USER	Transactions	2086	START	1593600136404	1593600136404
USER	Transactions	2087	START	1593600136414	1593600136414
USER	Transactions	2088	START	1593600136414	1593600136414
USER	Transactions	2089	START	1593600136424	1593600136424
USER	Transactions	2090	START	1593600136435	1593600136435
USER	Transactions	2091	START	1593600136435	1593600136435
REQUEST	1144		Transaction	1593600130126	1593600136443	OK	 
USER	Transactions	1144	END	1593600130126	1593600136444
USER	Transactions	2092	START	1593600136446	1593600136446
USER	Transactions	2093	START	1593600136457	1593600136457
USER	Transactions	2094	START	1593600136457	1593600136457
USER	Transactions	2095	START	1593600136467	1593600136467
USER	Transactions	2096	START	1593600136478	1593600136478
USER	Transactions	2097	START	1593600136478	1593600136478
REQUEST	1148		Transaction	1593600130147	1593600136484	OK	 
USER	Transactions	1148	END	1593600130146	1593600136485
USER	Transactions	2098	START	1593600136489	1593600136489
USER	Transactions	2099	START	1593600136494	1593600136494
USER	Transactions	2100	START	1593600136494	1593600136494
REQUEST	1147		Transaction	1593600130147	1593600136494	OK	 
USER	Transactions	1147	END	1593600130146	1593600136495
REQUEST	1146		Transaction	1593600130137	1593600136503	OK	 
USER	Transactions	1146	END	1593600130136	1593600136504
USER	Transactions	2101	START	1593600136504	1593600136504
USER	Transactions	2102	START	1593600136514	1593600136514
USER	Transactions	2103	START	1593600136514	1593600136514
REQUEST	1149		Transaction	1593600130158	1593600136521	OK	 
USER	Transactions	1149	END	1593600130157	1593600136521
USER	Transactions	2104	START	1593600136525	1593600136525
USER	Transactions	2106	START	1593600136536	1593600136536
USER	Transactions	2105	START	1593600136536	1593600136536
REQUEST	1150		Transaction	1593600130168	1593600136546	OK	 
USER	Transactions	2107	START	1593600136546	1593600136546
USER	Transactions	1150	END	1593600130168	1593600136547
REQUEST	1151		Transaction	1593600130168	1593600136552	OK	 
USER	Transactions	1151	END	1593600130168	1593600136552
REQUEST	1152		Transaction	1593600130178	1593600136553	OK	 
USER	Transactions	1152	END	1593600130178	1593600136553
USER	Transactions	2109	START	1593600136557	1593600136557
USER	Transactions	2108	START	1593600136557	1593600136557
USER	Transactions	2110	START	1593600136568	1593600136568
REQUEST	1154		Transaction	1593600130188	1593600136571	OK	 
USER	Transactions	1154	END	1593600130188	1593600136571
USER	Transactions	2112	START	1593600136579	1593600136579
USER	Transactions	2111	START	1593600136579	1593600136579
USER	Transactions	2113	START	1593600136589	1593600136589
USER	Transactions	2114	START	1593600136594	1593600136594
USER	Transactions	2115	START	1593600136594	1593600136594
REQUEST	1156		Transaction	1593600130204	1593600136600	OK	 
USER	Transactions	1156	END	1593600130204	1593600136600
REQUEST	1153		Transaction	1593600130189	1593600136603	OK	 
USER	Transactions	1153	END	1593600130188	1593600136603
USER	Transactions	2116	START	1593600136604	1593600136604
REQUEST	1155		Transaction	1593600130199	1593600136607	OK	 
USER	Transactions	1155	END	1593600130199	1593600136607
REQUEST	1157		Transaction	1593600130204	1593600136613	OK	 
USER	Transactions	1157	END	1593600130204	1593600136613
USER	Transactions	2118	START	1593600136615	1593600136615
USER	Transactions	2117	START	1593600136615	1593600136615
USER	Transactions	2119	START	1593600136625	1593600136625
USER	Transactions	2121	START	1593600136636	1593600136636
USER	Transactions	2120	START	1593600136636	1593600136636
USER	Transactions	2122	START	1593600136647	1593600136647
REQUEST	1158		Transaction	1593600130214	1593600136650	OK	 
REQUEST	1159		Transaction	1593600130225	1593600136650	OK	 
USER	Transactions	1159	END	1593600130225	1593600136650
USER	Transactions	1158	END	1593600130214	1593600136650
REQUEST	1160		Transaction	1593600130225	1593600136651	OK	 
USER	Transactions	1160	END	1593600130225	1593600136651
USER	Transactions	2124	START	1593600136658	1593600136658
USER	Transactions	2123	START	1593600136658	1593600136658
USER	Transactions	2126	START	1593600136658	1593600136658
USER	Transactions	2127	START	1593600136658	1593600136658
REQUEST	1161		Transaction	1593600130236	1593600136660	OK	 
USER	Transactions	1161	END	1593600130235	1593600136660
USER	Transactions	2125	START	1593600136668	1593600136668
USER	Transactions	2129	START	1593600136684	1593600136684
USER	Transactions	2128	START	1593600136684	1593600136684
USER	Transactions	2130	START	1593600136694	1593600136694
REQUEST	1163		Transaction	1593600130246	1593600136701	OK	 
USER	Transactions	1163	END	1593600130246	1593600136702
USER	Transactions	2131	START	1593600136704	1593600136704
USER	Transactions	2132	START	1593600136704	1593600136704
REQUEST	1162		Transaction	1593600130246	1593600136706	OK	 
USER	Transactions	1162	END	1593600130246	1593600136706
REQUEST	1164		Transaction	1593600130256	1593600136708	OK	 
USER	Transactions	1164	END	1593600130256	1593600136708
USER	Transactions	2133	START	1593600136714	1593600136714
USER	Transactions	2135	START	1593600136725	1593600136725
USER	Transactions	2134	START	1593600136725	1593600136725
REQUEST	1166		Transaction	1593600130267	1593600136728	OK	 
USER	Transactions	1166	END	1593600130267	1593600136729
USER	Transactions	2136	START	1593600136735	1593600136735
USER	Transactions	2138	START	1593600136745	1593600136745
USER	Transactions	2137	START	1593600136745	1593600136745
REQUEST	1165		Transaction	1593600130267	1593600136749	OK	 
USER	Transactions	1165	END	1593600130267	1593600136749
USER	Transactions	2139	START	1593600136756	1593600136756
USER	Transactions	2140	START	1593600136767	1593600136767
USER	Transactions	2141	START	1593600136767	1593600136767
REQUEST	1168		Transaction	1593600130288	1593600136770	OK	 
USER	Transactions	1168	END	1593600130288	1593600136771
REQUEST	1167		Transaction	1593600130278	1593600136772	OK	 
USER	Transactions	1167	END	1593600130277	1593600136772
USER	Transactions	2142	START	1593600136778	1593600136778
USER	Transactions	2143	START	1593600136788	1593600136788
USER	Transactions	2144	START	1593600136788	1593600136788
REQUEST	1169		Transaction	1593600130288	1593600136796	OK	 
USER	Transactions	1169	END	1593600130288	1593600136796
REQUEST	1170		Transaction	1593600130298	1593600136798	OK	 
USER	Transactions	2145	START	1593600136798	1593600136798
USER	Transactions	1170	END	1593600130298	1593600136799
USER	Transactions	2147	START	1593600136809	1593600136809
USER	Transactions	2146	START	1593600136809	1593600136809
USER	Transactions	2148	START	1593600136814	1593600136814
USER	Transactions	2150	START	1593600136824	1593600136824
USER	Transactions	2149	START	1593600136824	1593600136824
REQUEST	1171		Transaction	1593600130309	1593600136830	OK	 
USER	Transactions	1171	END	1593600130308	1593600136831
USER	Transactions	2151	START	1593600136834	1593600136834
REQUEST	1172		Transaction	1593600130309	1593600136840	OK	 
USER	Transactions	1172	END	1593600130308	1593600136840
USER	Transactions	2153	START	1593600136844	1593600136844
USER	Transactions	2152	START	1593600136844	1593600136844
REQUEST	1173		Transaction	1593600130319	1593600136848	OK	 
USER	Transactions	1173	END	1593600130319	1593600136848
REQUEST	1174		Transaction	1593600130324	1593600136854	OK	 
USER	Transactions	1174	END	1593600130324	1593600136854
USER	Transactions	2154	START	1593600136854	1593600136854
USER	Transactions	2155	START	1593600136865	1593600136865
USER	Transactions	2156	START	1593600136865	1593600136865
REQUEST	1176		Transaction	1593600130334	1593600136875	OK	 
USER	Transactions	1176	END	1593600130334	1593600136875
USER	Transactions	2157	START	1593600136875	1593600136875
REQUEST	1175		Transaction	1593600130324	1593600136883	OK	 
USER	Transactions	1175	END	1593600130324	1593600136884
USER	Transactions	2159	START	1593600136886	1593600136886
USER	Transactions	2158	START	1593600136886	1593600136886
REQUEST	1178		Transaction	1593600130344	1593600136891	OK	 
USER	Transactions	1178	END	1593600130344	1593600136892
USER	Transactions	2160	START	1593600136896	1593600136896
REQUEST	1177		Transaction	1593600130344	1593600136900	OK	 
USER	Transactions	1177	END	1593600130344	1593600136901
USER	Transactions	2161	START	1593600136907	1593600136907
USER	Transactions	2162	START	1593600136907	1593600136907
REQUEST	1181		Transaction	1593600130366	1593600136917	OK	 
USER	Transactions	1181	END	1593600130365	1593600136917
USER	Transactions	2163	START	1593600136917	1593600136917
REQUEST	1179		Transaction	1593600130355	1593600136926	OK	 
USER	Transactions	1179	END	1593600130355	1593600136927
USER	Transactions	2164	START	1593600136927	1593600136927
USER	Transactions	2165	START	1593600136927	1593600136927
REQUEST	1180		Transaction	1593600130366	1593600136936	OK	 
USER	Transactions	1180	END	1593600130365	1593600136937
USER	Transactions	2166	START	1593600136938	1593600136938
REQUEST	1182		Transaction	1593600130377	1593600136947	OK	 
USER	Transactions	1182	END	1593600130376	1593600136947
USER	Transactions	2167	START	1593600136949	1593600136949
USER	Transactions	2168	START	1593600136949	1593600136949
USER	Transactions	2169	START	1593600136954	1593600136954
USER	Transactions	2171	START	1593600136964	1593600136964
USER	Transactions	2170	START	1593600136964	1593600136964
REQUEST	1184		Transaction	1593600130387	1593600136966	OK	 
USER	Transactions	1184	END	1593600130387	1593600136967
REQUEST	1183		Transaction	1593600130387	1593600136974	OK	 
USER	Transactions	1183	END	1593600130387	1593600136974
USER	Transactions	2172	START	1593600136975	1593600136975
REQUEST	1185		Transaction	1593600130397	1593600136981	OK	 
USER	Transactions	1185	END	1593600130397	1593600136981
USER	Transactions	2173	START	1593600136985	1593600136985
USER	Transactions	2174	START	1593600136985	1593600136985
REQUEST	1187		Transaction	1593600130408	1593600136995	OK	 
USER	Transactions	1187	END	1593600130408	1593600136995
