RUN	bank.BalanceSimulation	balancesimulation	1593599353025	 	3.3.1
REQUEST	2420		Get Balance	1593599367483	1593599397369	OK	 
USER	Balance	2420	END	1593599367483	1593599397369
REQUEST	3037		Get Balance	1593599369539	1593599397383	OK	 
USER	Balance	3037	END	1593599369538	1593599397384
REQUEST	3041		Get Balance	1593599369549	1593599397398	OK	 
USER	Balance	3041	END	1593599369549	1593599397398
REQUEST	5142		Get Balance	1593599376572	1593599397402	OK	 
USER	Balance	5142	END	1593599376572	1593599397403
REQUEST	3941		Get Balance	1593599372563	1593599397406	OK	 
USER	Balance	3941	END	1593599372563	1593599397406
REQUEST	5150		Get Balance	1593599376593	1593599397424	OK	 
USER	Balance	5150	END	1593599376592	1593599397425
REQUEST	5754		Get Balance	1593599378609	1593599397435	OK	 
USER	Balance	5754	END	1593599378608	1593599397436
REQUEST	3655		Get Balance	1593599371611	1593599397438	OK	 
USER	Balance	3655	END	1593599371610	1593599397438
REQUEST	2464		Get Balance	1593599367630	1593599397444	OK	 
USER	Balance	2464	END	1593599367630	1593599397445
REQUEST	2164		Get Balance	1593599366634	1593599397460	OK	 
USER	Balance	2164	END	1593599366634	1593599397460
REQUEST	4862		Get Balance	1593599375632	1593599397476	OK	 
USER	Balance	4862	END	1593599375632	1593599397476
REQUEST	3070		Get Balance	1593599369650	1593599397477	OK	 
USER	Balance	3070	END	1593599369649	1593599397477
REQUEST	2770		Get Balance	1593599368660	1593599397482	OK	 
USER	Balance	2770	END	1593599368660	1593599397483
REQUEST	3973		Get Balance	1593599372674	1593599397493	OK	 
USER	Balance	3973	END	1593599372674	1593599397494
REQUEST	5293		Get Balance	1593599377070	1593599397514	OK	 
USER	Balance	5293	END	1593599377070	1593599397514
REQUEST	2182		Get Balance	1593599366691	1593599397521	OK	 
REQUEST	5781		Get Balance	1593599378698	1593599397521	OK	 
USER	Balance	2182	END	1593599366691	1593599397521
USER	Balance	5781	END	1593599378698	1593599397521
REQUEST	5188		Get Balance	1593599376718	1593599397534	OK	 
USER	Balance	5188	END	1593599376718	1593599397534
REQUEST	2797		Get Balance	1593599368749	1593599397556	OK	 
USER	Balance	2797	END	1593599368749	1593599397556
REQUEST	5198		Get Balance	1593599376750	1593599397559	OK	 
USER	Balance	5198	END	1593599376750	1593599397559
REQUEST	4897		Get Balance	1593599375754	1593599397581	OK	 
USER	Balance	4897	END	1593599375754	1593599397582
REQUEST	2204		Get Balance	1593599366759	1593599397594	OK	 
USER	Balance	2204	END	1593599366758	1593599397595
REQUEST	4912		Get Balance	1593599375800	1593599397609	OK	 
USER	Balance	4912	END	1593599375799	1593599397609
REQUEST	2804		Get Balance	1593599368771	1593599397621	OK	 
USER	Balance	2804	END	1593599368770	1593599397621
REQUEST	2214		Get Balance	1593599366791	1593599397646	OK	 
USER	Balance	2214	END	1593599366790	1593599397646
REQUEST	5819		Get Balance	1593599378819	1593599397648	OK	 
USER	Balance	5819	END	1593599378819	1593599397648
REQUEST	5516		Get Balance	1593599377810	1593599397651	OK	 
USER	Balance	5516	END	1593599377809	1593599397651
REQUEST	5214		Get Balance	1593599376813	1593599397659	OK	 
USER	Balance	5214	END	1593599376813	1593599397659
REQUEST	4033		Get Balance	1593599372871	1593599397696	OK	 
USER	Balance	4033	END	1593599372871	1593599397697
REQUEST	2237		Get Balance	1593599366869	1593599397699	OK	 
USER	Balance	2237	END	1593599366869	1593599397700
REQUEST	2834		Get Balance	1593599368868	1593599397702	OK	 
USER	Balance	2834	END	1593599368868	1593599397703
REQUEST	5521		Get Balance	1593599377830	1593599397707	OK	 
USER	Balance	5521	END	1593599377830	1593599397708
REQUEST	2836		Get Balance	1593599368878	1593599397730	OK	 
USER	Balance	2836	END	1593599368878	1593599397730
REQUEST	4944		Get Balance	1593599375909	1593599397738	OK	 
USER	Balance	4944	END	1593599375909	1593599397738
REQUEST	4349		Get Balance	1593599373923	1593599397744	OK	 
USER	Balance	4349	END	1593599373922	1593599397744
REQUEST	3741		Get Balance	1593599371902	1593599397748	OK	 
USER	Balance	3741	END	1593599371901	1593599397748
REQUEST	4052		Get Balance	1593599372928	1593599397762	OK	 
USER	Balance	4052	END	1593599372928	1593599397762
REQUEST	2556		Get Balance	1593599367932	1593599397770	OK	 
USER	Balance	2556	END	1593599367932	1593599397770
REQUEST	2854		Get Balance	1593599368942	1593599397777	OK	 
USER	Balance	2854	END	1593599368942	1593599397777
REQUEST	3157		Get Balance	1593599369939	1593599397786	OK	 
USER	Balance	3157	END	1593599369939	1593599397786
REQUEST	2858		Get Balance	1593599368953	1593599397792	OK	 
USER	Balance	2858	END	1593599368952	1593599397793
REQUEST	2267		Get Balance	1593599366970	1593599397814	OK	 
USER	Balance	2267	END	1593599366970	1593599397815
REQUEST	4966		Get Balance	1593599375983	1593599397819	OK	 
USER	Balance	4966	END	1593599375982	1593599397820
REQUEST	2867		Get Balance	1593599368979	1593599397827	OK	 
REQUEST	5268		Get Balance	1593599376991	1593599397827	OK	 
USER	Balance	2867	END	1593599368978	1593599397827
USER	Balance	5268	END	1593599376991	1593599397827
REQUEST	5570		Get Balance	1593599377988	1593599397848	OK	 
USER	Balance	5570	END	1593599377988	1593599397849
REQUEST	5874		Get Balance	1593599379009	1593599397853	OK	 
USER	Balance	5874	END	1593599379008	1593599397853
REQUEST	4018		Get Balance	1593599372818	1593599397866	OK	 
USER	Balance	4018	END	1593599372818	1593599397866
REQUEST	4076		Get Balance	1593599373013	1593599397867	OK	 
USER	Balance	4076	END	1593599373012	1593599397868
REQUEST	5286		Get Balance	1593599377049	1593599397877	OK	 
USER	Balance	5286	END	1593599377048	1593599397877
REQUEST	3787		Get Balance	1593599372050	1593599397887	OK	 
USER	Balance	3787	END	1593599372050	1593599397887
REQUEST	5297		Get Balance	1593599377081	1593599397899	OK	 
USER	Balance	5297	END	1593599377081	1593599397899
REQUEST	3196		Get Balance	1593599370072	1593599397905	OK	 
USER	Balance	3196	END	1593599370071	1593599397905
REQUEST	2301		Get Balance	1593599367081	1593599397913	OK	 
USER	Balance	2301	END	1593599367081	1593599397913
REQUEST	1997		Get Balance	1593599366093	1593599397919	OK	 
USER	Balance	1997	END	1593599366093	1593599397919
REQUEST	2306		Get Balance	1593599367103	1593599397943	OK	 
USER	Balance	2306	END	1593599367103	1593599397943
REQUEST	2313		Get Balance	1593599367124	1593599397944	OK	 
USER	Balance	2313	END	1593599367123	1593599397944
REQUEST	2611		Get Balance	1593599368123	1593599397955	OK	 
USER	Balance	2611	END	1593599368123	1593599397956
REQUEST	2013		Get Balance	1593599366140	1593599397958	OK	 
USER	Balance	2013	END	1593599366140	1593599397958
REQUEST	2928		Get Balance	1593599369183	1593599397978	OK	 
USER	Balance	2928	END	1593599369183	1593599397978
REQUEST	5327		Get Balance	1593599377182	1593599397990	OK	 
USER	Balance	5327	END	1593599377181	1593599397991
REQUEST	3231		Get Balance	1593599370181	1593599397992	OK	 
USER	Balance	3231	END	1593599370181	1593599397992
REQUEST	1429		Get Balance	1593599364188	1593599398006	OK	 
USER	Balance	1429	END	1593599364188	1593599398007
REQUEST	3838		Get Balance	1593599372223	1593599398020	OK	 
REQUEST	5331		Get Balance	1593599377203	1593599398020	OK	 
USER	Balance	3838	END	1593599372223	1593599398021
USER	Balance	5331	END	1593599377203	1593599398021
REQUEST	3243		Get Balance	1593599370218	1593599398031	OK	 
USER	Balance	3243	END	1593599370218	1593599398031
REQUEST	5347		Get Balance	1593599377250	1593599398037	OK	 
USER	Balance	5347	END	1593599377250	1593599398037
REQUEST	2357		Get Balance	1593599367271	1593599398052	OK	 
USER	Balance	2357	END	1593599367271	1593599398053
REQUEST	5295		Get Balance	1593599377081	1593599398071	OK	 
USER	Balance	5295	END	1593599377081	1593599398071
REQUEST	4155		Get Balance	1593599373282	1593599398073	OK	 
USER	Balance	4155	END	1593599373282	1593599398074
REQUEST	4459		Get Balance	1593599374283	1593599398079	OK	 
USER	Balance	4459	END	1593599374282	1593599398080
REQUEST	2959		Get Balance	1593599369293	1593599398088	OK	 
USER	Balance	2959	END	1593599369293	1593599398088
REQUEST	5369		Get Balance	1593599377324	1593599398107	OK	 
USER	Balance	5369	END	1593599377323	1593599398108
REQUEST	5371		Get Balance	1593599377329	1593599398113	OK	 
USER	Balance	5371	END	1593599377328	1593599398114
REQUEST	2381		Get Balance	1593599367350	1593599398115	OK	 
USER	Balance	2381	END	1593599367350	1593599398115
REQUEST	5374		Get Balance	1593599377339	1593599398129	OK	 
USER	Balance	5374	END	1593599377338	1593599398129
REQUEST	1187		Get Balance	1593599363380	1593599398137	OK	 
USER	Balance	1187	END	1593599363379	1593599398137
REQUEST	4193		Get Balance	1593599373404	1593599398150	OK	 
USER	Balance	4193	END	1593599373404	1593599398150
REQUEST	1193		Get Balance	1593599363401	1593599398153	OK	 
USER	Balance	1193	END	1593599363401	1593599398154
REQUEST	2403		Get Balance	1593599367419	1593599398170	OK	 
USER	Balance	2403	END	1593599367419	1593599398170
REQUEST	6003		Get Balance	1593599379444	1593599398176	OK	 
USER	Balance	6003	END	1593599379444	1593599398176
REQUEST	5405		Get Balance	1593599377439	1593599398184	OK	 
USER	Balance	5405	END	1593599377439	1593599398184
REQUEST	4213		Get Balance	1593599373472	1593599398192	OK	 
USER	Balance	4213	END	1593599373472	1593599398192
REQUEST	2430		Get Balance	1593599367509	1593599398211	OK	 
USER	Balance	2430	END	1593599367508	1593599398211
REQUEST	4234		Get Balance	1593599373529	1593599398213	OK	 
USER	Balance	4234	END	1593599373528	1593599398213
REQUEST	3060		Get Balance	1593599369614	1593599398219	OK	 
USER	Balance	3060	END	1593599369614	1593599398220
REQUEST	3062		Get Balance	1593599369619	1593599398229	OK	 
USER	Balance	3062	END	1593599369618	1593599398229
REQUEST	5461		Get Balance	1593599377633	1593599398244	OK	 
USER	Balance	5461	END	1593599377632	1593599398244
REQUEST	4268		Get Balance	1593599373650	1593599398246	OK	 
USER	Balance	4268	END	1593599373649	1593599398247
REQUEST	3378		Get Balance	1593599370681	1593599398256	OK	 
USER	Balance	3378	END	1593599370681	1593599398257
REQUEST	3982		Get Balance	1593599372699	1593599398263	OK	 
USER	Balance	3982	END	1593599372699	1593599398264
REQUEST	4285		Get Balance	1593599373703	1593599398275	OK	 
USER	Balance	4285	END	1593599373702	1593599398275
REQUEST	2492		Get Balance	1593599367719	1593599398284	OK	 
USER	Balance	2492	END	1593599367719	1593599398284
REQUEST	1293		Get Balance	1593599363742	1593599398296	OK	 
USER	Balance	1293	END	1593599363742	1593599398297
REQUEST	4305		Get Balance	1593599373771	1593599398302	OK	 
USER	Balance	4305	END	1593599373770	1593599398302
REQUEST	3408		Get Balance	1593599370781	1593599398321	OK	 
USER	Balance	3408	END	1593599370781	1593599398321
REQUEST	5511		Get Balance	1593599377788	1593599398332	OK	 
USER	Balance	5511	END	1593599377788	1593599398332
REQUEST	2517		Get Balance	1593599367798	1593599398339	OK	 
USER	Balance	2517	END	1593599367798	1593599398339
REQUEST	5512		Get Balance	1593599377799	1593599398343	OK	 
USER	Balance	5512	END	1593599377799	1593599398343
REQUEST	4622		Get Balance	1593599374830	1593599398357	OK	 
USER	Balance	4622	END	1593599374830	1593599398357
REQUEST	4322		Get Balance	1593599373829	1593599398369	OK	 
USER	Balance	4322	END	1593599373828	1593599398369
REQUEST	4328		Get Balance	1593599373848	1593599398379	OK	 
USER	Balance	4328	END	1593599373848	1593599398379
REQUEST	3132		Get Balance	1593599369849	1593599398385	OK	 
USER	Balance	3132	END	1593599369849	1593599398386
REQUEST	4332		Get Balance	1593599373859	1593599398390	OK	 
USER	Balance	4332	END	1593599373859	1593599398390
REQUEST	5234		Get Balance	1593599376871	1593599398400	OK	 
USER	Balance	5234	END	1593599376871	1593599398400
REQUEST	2542		Get Balance	1593599367889	1593599398420	OK	 
USER	Balance	2542	END	1593599367889	1593599398420
REQUEST	5835		Get Balance	1593599378884	1593599398421	OK	 
USER	Balance	5835	END	1593599378883	1593599398421
REQUEST	5846		Get Balance	1593599378909	1593599398431	OK	 
USER	Balance	5846	END	1593599378909	1593599398431
REQUEST	5542		Get Balance	1593599377899	1593599398434	OK	 
USER	Balance	5542	END	1593599377899	1593599398434
REQUEST	4353		Get Balance	1593599373933	1593599398459	OK	 
REQUEST	3159		Get Balance	1593599369939	1593599398459	OK	 
USER	Balance	4353	END	1593599373933	1593599398460
USER	Balance	3159	END	1593599369939	1593599398460
REQUEST	5569		Get Balance	1593599377988	1593599398478	OK	 
USER	Balance	5569	END	1593599377988	1593599398479
REQUEST	3467		Get Balance	1593599370981	1593599398480	OK	 
USER	Balance	3467	END	1593599370980	1593599398480
REQUEST	2575		Get Balance	1593599368002	1593599398493	OK	 
USER	Balance	2575	END	1593599368001	1593599398493
REQUEST	3169		Get Balance	1593599369981	1593599398495	OK	 
USER	Balance	3169	END	1593599369981	1593599398495
REQUEST	5574		Get Balance	1593599378007	1593599398514	OK	 
USER	Balance	5574	END	1593599378007	1593599398514
REQUEST	2282		Get Balance	1593599367024	1593599398519	OK	 
USER	Balance	2282	END	1593599367024	1593599398519
REQUEST	4390		Get Balance	1593599374050	1593599398533	OK	 
USER	Balance	4390	END	1593599374050	1593599398533
REQUEST	4986		Get Balance	1593599376052	1593599398541	OK	 
USER	Balance	4986	END	1593599376052	1593599398541
REQUEST	2892		Get Balance	1593599369063	1593599398550	OK	 
USER	Balance	2892	END	1593599369063	1593599398551
REQUEST	3493		Get Balance	1593599371071	1593599398563	OK	 
REQUEST	1400		Get Balance	1593599364089	1593599398563	OK	 
USER	Balance	1400	END	1593599364088	1593599398563
USER	Balance	3493	END	1593599371071	1593599398563
REQUEST	5300		Get Balance	1593599377092	1593599398588	OK	 
USER	Balance	5300	END	1593599377091	1593599398588
REQUEST	4701		Get Balance	1593599375088	1593599398599	OK	 
USER	Balance	4701	END	1593599375088	1593599398600
REQUEST	3507		Get Balance	1593599371108	1593599398608	OK	 
REQUEST	5601		Get Balance	1593599378093	1593599398608	OK	 
USER	Balance	3507	END	1593599371108	1593599398608
USER	Balance	5601	END	1593599378092	1593599398608
REQUEST	1711		Get Balance	1593599365129	1593599398635	OK	 
USER	Balance	1711	END	1593599365129	1593599398636
REQUEST	5308		Get Balance	1593599377124	1593599398644	OK	 
USER	Balance	5308	END	1593599377124	1593599398645
REQUEST	3229		Get Balance	1593599370181	1593599398648	OK	 
USER	Balance	3229	END	1593599370181	1593599398648
REQUEST	1712		Get Balance	1593599365140	1593599398649	OK	 
USER	Balance	1712	END	1593599365140	1593599398649
REQUEST	4441		Get Balance	1593599374219	1593599398661	OK	 
USER	Balance	4441	END	1593599374219	1593599398661
REQUEST	3249		Get Balance	1593599370240	1593599398674	OK	 
USER	Balance	3249	END	1593599370240	1593599398674
REQUEST	2658		Get Balance	1593599368270	1593599398687	OK	 
USER	Balance	2658	END	1593599368270	1593599398687
REQUEST	2049		Get Balance	1593599366260	1593599398694	OK	 
REQUEST	5657		Get Balance	1593599378280	1593599398694	OK	 
USER	Balance	2049	END	1593599366260	1593599398694
USER	Balance	5657	END	1593599378279	1593599398694
REQUEST	5668		Get Balance	1593599378322	1593599398717	OK	 
USER	Balance	5668	END	1593599378322	1593599398718
REQUEST	3274		Get Balance	1593599370328	1593599398730	OK	 
USER	Balance	3274	END	1593599370328	1593599398731
REQUEST	5674		Get Balance	1593599378343	1593599398731	OK	 
USER	Balance	5674	END	1593599378343	1593599398731
REQUEST	3284		Get Balance	1593599370360	1593599398739	OK	 
USER	Balance	3284	END	1593599370360	1593599398739
REQUEST	5691		Get Balance	1593599378389	1593599398750	OK	 
USER	Balance	5691	END	1593599378389	1593599398751
REQUEST	3583		Get Balance	1593599371374	1593599398758	OK	 
USER	Balance	3583	END	1593599371374	1593599398758
REQUEST	5990		Get Balance	1593599379388	1593599398772	OK	 
USER	Balance	5990	END	1593599379388	1593599398772
REQUEST	2703		Get Balance	1593599368423	1593599398774	OK	 
USER	Balance	2703	END	1593599368423	1593599398774
REQUEST	3311		Get Balance	1593599370449	1593599398784	OK	 
USER	Balance	3311	END	1593599370449	1593599398785
REQUEST	5431		Get Balance	1593599377534	1593599398794	OK	 
USER	Balance	5431	END	1593599377533	1593599398794
REQUEST	6008		Get Balance	1593599379454	1593599398812	OK	 
USER	Balance	6008	END	1593599379454	1593599398812
REQUEST	1533		Get Balance	1593599364540	1593599398813	OK	 
USER	Balance	1533	END	1593599364540	1593599398813
REQUEST	3343		Get Balance	1593599370571	1593599398826	OK	 
USER	Balance	3343	END	1593599370571	1593599398826
REQUEST	5743		Get Balance	1593599378573	1593599398836	OK	 
USER	Balance	5743	END	1593599378573	1593599398837
REQUEST	3352		Get Balance	1593599370603	1593599398852	OK	 
USER	Balance	3352	END	1593599370603	1593599398852
REQUEST	4244		Get Balance	1593599373571	1593599398853	OK	 
USER	Balance	4244	END	1593599373571	1593599398854
REQUEST	5751		Get Balance	1593599378598	1593599398865	OK	 
USER	Balance	5751	END	1593599378598	1593599398865
REQUEST	5471		Get Balance	1593599377664	1593599398871	OK	 
USER	Balance	5471	END	1593599377663	1593599398871
REQUEST	3676		Get Balance	1593599371680	1593599398890	OK	 
USER	Balance	3676	END	1593599371680	1593599398890
REQUEST	1579		Get Balance	1593599364692	1593599398895	OK	 
USER	Balance	1579	END	1593599364692	1593599398895
REQUEST	2784		Get Balance	1593599368703	1593599398904	OK	 
USER	Balance	2784	END	1593599368702	1593599398904
REQUEST	2781		Get Balance	1593599368692	1593599398914	OK	 
USER	Balance	2781	END	1593599368692	1593599398915
REQUEST	1880		Get Balance	1593599365704	1593599398946	OK	 
USER	Balance	1880	END	1593599365703	1593599398946
REQUEST	3984		Get Balance	1593599372710	1593599398951	OK	 
USER	Balance	3984	END	1593599372710	1593599398952
REQUEST	3695		Get Balance	1593599371743	1593599398957	OK	 
USER	Balance	3695	END	1593599371743	1593599398957
REQUEST	4600		Get Balance	1593599374761	1593599398962	OK	 
USER	Balance	4600	END	1593599374760	1593599398963
REQUEST	4602		Get Balance	1593599374761	1593599398979	OK	 
USER	Balance	4602	END	1593599374760	1593599398979
REQUEST	2211		Get Balance	1593599366780	1593599398991	OK	 
USER	Balance	2211	END	1593599366780	1593599398991
REQUEST	4620		Get Balance	1593599374819	1593599398994	OK	 
USER	Balance	4620	END	1593599374819	1593599398995
