RUN	bank.BalanceSimulation	balancesimulation	1593599353025	 	3.3.1
REQUEST	4905		Get Balance	1593599375779	1593599394917	OK	 
USER	Balance	4905	END	1593599375779	1593599394918
REQUEST	2197		Get Balance	1593599366743	1593599394925	OK	 
USER	Balance	2197	END	1593599366743	1593599394925
REQUEST	2803		Get Balance	1593599368771	1593599394932	OK	 
USER	Balance	2803	END	1593599368770	1593599394932
REQUEST	5215		Get Balance	1593599376813	1593599394946	OK	 
USER	Balance	5215	END	1593599376813	1593599394947
REQUEST	4927		Get Balance	1593599375852	1593599394962	OK	 
USER	Balance	4927	END	1593599375852	1593599394963
REQUEST	4032		Get Balance	1593599372871	1593599394972	OK	 
USER	Balance	4032	END	1593599372871	1593599394972
REQUEST	5233		Get Balance	1593599376871	1593599394985	OK	 
USER	Balance	5233	END	1593599376871	1593599394986
REQUEST	4926		Get Balance	1593599375852	1593599394997	OK	 
USER	Balance	4926	END	1593599375852	1593599394997
REQUEST	1642		Get Balance	1593599364901	1593599395019	OK	 
USER	Balance	1642	END	1593599364901	1593599395019
REQUEST	5852		Get Balance	1593599378930	1593599395025	OK	 
USER	Balance	5852	END	1593599378930	1593599395025
REQUEST	4045		Get Balance	1593599372914	1593599395028	OK	 
USER	Balance	4045	END	1593599372914	1593599395028
REQUEST	1351		Get Balance	1593599363932	1593599395045	OK	 
USER	Balance	1351	END	1593599363932	1593599395045
REQUEST	3464		Get Balance	1593599370970	1593599395059	OK	 
USER	Balance	3464	END	1593599370969	1593599395059
REQUEST	1375		Get Balance	1593599364010	1593599395083	OK	 
USER	Balance	1375	END	1593599364009	1593599395084
REQUEST	4673		Get Balance	1593599375000	1593599395105	OK	 
USER	Balance	4673	END	1593599375000	1593599395106
REQUEST	2280		Get Balance	1593599367013	1593599395127	OK	 
USER	Balance	2280	END	1593599367013	1593599395128
REQUEST	5891		Get Balance	1593599379061	1593599395136	OK	 
USER	Balance	5891	END	1593599379061	1593599395137
REQUEST	3197		Get Balance	1593599370072	1593599395143	OK	 
USER	Balance	3197	END	1593599370071	1593599395144
REQUEST	2893		Get Balance	1593599369073	1593599395151	OK	 
USER	Balance	2893	END	1593599369073	1593599395151
REQUEST	1934		Get Balance	1593599365883	1593599395181	OK	 
USER	Balance	1934	END	1593599365883	1593599395181
REQUEST	3211		Get Balance	1593599370119	1593599395193	OK	 
USER	Balance	3211	END	1593599370118	1593599395194
REQUEST	4699		Get Balance	1593599375088	1593599395195	OK	 
USER	Balance	4699	END	1593599375088	1593599395195
REQUEST	5901		Get Balance	1593599379098	1593599395199	OK	 
USER	Balance	5901	END	1593599379098	1593599395200
REQUEST	1409		Get Balance	1593599364120	1593599395222	OK	 
USER	Balance	1409	END	1593599364120	1593599395223
REQUEST	2922		Get Balance	1593599369163	1593599395239	OK	 
REQUEST	5032		Get Balance	1593599376200	1593599395239	OK	 
USER	Balance	5032	END	1593599376199	1593599395240
USER	Balance	2922	END	1593599369163	1593599395240
REQUEST	2337		Get Balance	1593599367202	1593599395253	OK	 
USER	Balance	2337	END	1593599367202	1593599395253
REQUEST	2039		Get Balance	1593599366234	1593599395270	OK	 
USER	Balance	2039	END	1593599366233	1593599395270
REQUEST	5036		Get Balance	1593599376210	1593599395271	OK	 
USER	Balance	5036	END	1593599376210	1593599395271
REQUEST	2347		Get Balance	1593599367239	1593599395281	OK	 
USER	Balance	2347	END	1593599367239	1593599395282
REQUEST	4928		Get Balance	1593599375852	1593599395285	OK	 
USER	Balance	4928	END	1593599375852	1593599395285
REQUEST	5354		Get Balance	1593599377272	1593599395303	OK	 
USER	Balance	5354	END	1593599377271	1593599395303
REQUEST	5954		Get Balance	1593599379272	1593599395305	OK	 
USER	Balance	5954	END	1593599379272	1593599395305
REQUEST	2052		Get Balance	1593599366270	1593599395316	OK	 
USER	Balance	2052	END	1593599366270	1593599395317
REQUEST	3142		Get Balance	1593599369891	1593599395329	OK	 
USER	Balance	3142	END	1593599369891	1593599395330
REQUEST	5976		Get Balance	1593599379352	1593599395341	OK	 
USER	Balance	5976	END	1593599379351	1593599395342
REQUEST	5978		Get Balance	1593599379352	1593599395353	OK	 
USER	Balance	5978	END	1593599379351	1593599395353
REQUEST	5378		Get Balance	1593599377349	1593599395356	OK	 
USER	Balance	5378	END	1593599377349	1593599395356
REQUEST	4181		Get Balance	1593599373361	1593599395372	OK	 
USER	Balance	4181	END	1593599373361	1593599395372
REQUEST	2984		Get Balance	1593599369372	1593599395394	OK	 
USER	Balance	2984	END	1593599369371	1593599395395
REQUEST	3290		Get Balance	1593599370382	1593599395397	OK	 
USER	Balance	3290	END	1593599370382	1593599395397
REQUEST	2400		Get Balance	1593599367409	1593599395398	OK	 
USER	Balance	2400	END	1593599367408	1593599395398
REQUEST	2093		Get Balance	1593599366413	1593599395409	OK	 
USER	Balance	2093	END	1593599366413	1593599395409
REQUEST	3301		Get Balance	1593599370418	1593599395428	OK	 
USER	Balance	3301	END	1593599370418	1593599395428
REQUEST	4505		Get Balance	1593599374439	1593599395438	OK	 
USER	Balance	4505	END	1593599374439	1593599395438
REQUEST	3361		Get Balance	1593599370628	1593599395455	OK	 
REQUEST	4200		Get Balance	1593599373429	1593599395455	OK	 
USER	Balance	4200	END	1593599373429	1593599395455
USER	Balance	3361	END	1593599370628	1593599395455
REQUEST	6014		Get Balance	1593599379468	1593599395466	OK	 
USER	Balance	6014	END	1593599379468	1593599395466
REQUEST	2416		Get Balance	1593599367472	1593599395471	OK	 
USER	Balance	2416	END	1593599367472	1593599395471
REQUEST	5115		Get Balance	1593599376484	1593599395483	OK	 
USER	Balance	5115	END	1593599376484	1593599395484
REQUEST	5418		Get Balance	1593599377491	1593599395489	OK	 
USER	Balance	5418	END	1593599377491	1593599395490
REQUEST	5423		Get Balance	1593599377502	1593599395500	OK	 
USER	Balance	5423	END	1593599377501	1593599395501
REQUEST	4533		Get Balance	1593599374513	1593599395513	OK	 
USER	Balance	4533	END	1593599374513	1593599395513
REQUEST	5007		Get Balance	1593599376121	1593599395518	OK	 
USER	Balance	5007	END	1593599376121	1593599395518
REQUEST	4535		Get Balance	1593599374539	1593599395528	OK	 
USER	Balance	4535	END	1593599374538	1593599395528
REQUEST	4649		Get Balance	1593599374921	1593599395532	OK	 
USER	Balance	4649	END	1593599374920	1593599395533
REQUEST	2440		Get Balance	1593599367551	1593599395547	OK	 
USER	Balance	2440	END	1593599367551	1593599395547
REQUEST	2151		Get Balance	1593599366582	1593599395550	OK	 
USER	Balance	2151	END	1593599366581	1593599395550
REQUEST	5451		Get Balance	1593599377591	1593599395561	OK	 
USER	Balance	5451	END	1593599377591	1593599395561
REQUEST	4253		Get Balance	1593599373603	1593599395568	OK	 
USER	Balance	4253	END	1593599373603	1593599395568
REQUEST	3350		Get Balance	1593599370592	1593599395579	OK	 
USER	Balance	3350	END	1593599370592	1593599395579
REQUEST	2460		Get Balance	1593599367609	1593599395585	OK	 
USER	Balance	2460	END	1593599367609	1593599395585
REQUEST	5458		Get Balance	1593599377622	1593599395598	OK	 
USER	Balance	5458	END	1593599377622	1593599395598
REQUEST	4259		Get Balance	1593599373618	1593599395605	OK	 
USER	Balance	4259	END	1593599373618	1593599395605
REQUEST	2163		Get Balance	1593599366624	1593599395618	OK	 
USER	Balance	2163	END	1593599366623	1593599395619
REQUEST	4557		Get Balance	1593599374614	1593599395621	OK	 
USER	Balance	4557	END	1593599374614	1593599395621
REQUEST	1568		Get Balance	1593599364660	1593599395637	OK	 
USER	Balance	1568	END	1593599364660	1593599395637
REQUEST	2179		Get Balance	1593599366681	1593599395646	OK	 
USER	Balance	2179	END	1593599366680	1593599395647
REQUEST	2477		Get Balance	1593599367673	1593599395655	OK	 
USER	Balance	2477	END	1593599367673	1593599395655
REQUEST	5175		Get Balance	1593599376682	1593599395658	OK	 
USER	Balance	5175	END	1593599376682	1593599395658
REQUEST	4287		Get Balance	1593599373713	1593599395674	OK	 
USER	Balance	4287	END	1593599373713	1593599395674
REQUEST	5189		Get Balance	1593599376718	1593599395679	OK	 
USER	Balance	5189	END	1593599376718	1593599395680
REQUEST	5195		Get Balance	1593599376739	1593599395687	OK	 
USER	Balance	5195	END	1593599376739	1593599395687
REQUEST	1593		Get Balance	1593599364739	1593599395691	OK	 
USER	Balance	1593	END	1593599364739	1593599395691
REQUEST	2498		Get Balance	1593599367741	1593599395707	OK	 
USER	Balance	2498	END	1593599367740	1593599395708
REQUEST	2497		Get Balance	1593599367741	1593599395713	OK	 
USER	Balance	2497	END	1593599367740	1593599395713
REQUEST	4597		Get Balance	1593599374750	1593599395724	OK	 
USER	Balance	4597	END	1593599374750	1593599395725
REQUEST	1896		Get Balance	1593599365751	1593599395744	OK	 
USER	Balance	1896	END	1593599365751	1593599395744
REQUEST	1596		Get Balance	1593599364750	1593599395748	OK	 
USER	Balance	1596	END	1593599364750	1593599395748
REQUEST	5500		Get Balance	1593599377763	1593599395756	OK	 
USER	Balance	5500	END	1593599377763	1593599395757
REQUEST	1606		Get Balance	1593599364782	1593599395774	OK	 
USER	Balance	1606	END	1593599364781	1593599395775
REQUEST	5509		Get Balance	1593599377788	1593599395781	OK	 
USER	Balance	5509	END	1593599377788	1593599395782
REQUEST	1911		Get Balance	1593599365798	1593599395786	OK	 
USER	Balance	1911	END	1593599365798	1593599395786
REQUEST	4915		Get Balance	1593599375811	1593599395797	OK	 
USER	Balance	4915	END	1593599375810	1593599395797
REQUEST	3417		Get Balance	1593599370813	1593599395809	OK	 
USER	Balance	3417	END	1593599370813	1593599395809
REQUEST	3429		Get Balance	1593599370849	1593599395817	OK	 
USER	Balance	3429	END	1593599370849	1593599395817
REQUEST	5522		Get Balance	1593599377830	1593599395823	OK	 
USER	Balance	5522	END	1593599377830	1593599395824
REQUEST	2231		Get Balance	1593599366849	1593599395829	OK	 
USER	Balance	2231	END	1593599366848	1593599395829
REQUEST	3427		Get Balance	1593599370849	1593599395845	OK	 
USER	Balance	3427	END	1593599370849	1593599395845
REQUEST	5230		Get Balance	1593599376860	1593599395852	OK	 
USER	Balance	5230	END	1593599376860	1593599395852
REQUEST	4939		Get Balance	1593599375889	1593599395867	OK	 
USER	Balance	4939	END	1593599375888	1593599395868
REQUEST	4641		Get Balance	1593599374888	1593599395874	OK	 
USER	Balance	4641	END	1593599374888	1593599395874
REQUEST	4639		Get Balance	1593599374888	1593599395889	OK	 
USER	Balance	4639	END	1593599374888	1593599395890
REQUEST	5253		Get Balance	1593599376939	1593599395891	OK	 
USER	Balance	5253	END	1593599376938	1593599395891
REQUEST	2553		Get Balance	1593599367922	1593599395905	OK	 
USER	Balance	2553	END	1593599367921	1593599395906
REQUEST	3458		Get Balance	1593599370949	1593599395913	OK	 
USER	Balance	3458	END	1593599370948	1593599395913
REQUEST	4357		Get Balance	1593599373943	1593599395920	OK	 
USER	Balance	4357	END	1593599373943	1593599395920
REQUEST	4372		Get Balance	1593599373991	1593599395931	OK	 
USER	Balance	4372	END	1593599373991	1593599395931
REQUEST	4669		Get Balance	1593599374989	1593599395954	OK	 
USER	Balance	4669	END	1593599374989	1593599395954
REQUEST	4674		Get Balance	1593599375000	1593599395956	OK	 
USER	Balance	4674	END	1593599375000	1593599395957
REQUEST	1670		Get Balance	1593599365002	1593599395960	OK	 
USER	Balance	1670	END	1593599365002	1593599395960
REQUEST	3180		Get Balance	1593599370014	1593599395973	OK	 
USER	Balance	3180	END	1593599370013	1593599395974
REQUEST	5282		Get Balance	1593599377034	1593599395992	OK	 
USER	Balance	5282	END	1593599377033	1593599395993
REQUEST	4079		Get Balance	1593599373023	1593599396010	OK	 
USER	Balance	4079	END	1593599373023	1593599396010
REQUEST	5280		Get Balance	1593599377034	1593599396018	OK	 
USER	Balance	5280	END	1593599377033	1593599396018
REQUEST	5591		Get Balance	1593599378061	1593599396022	OK	 
USER	Balance	5591	END	1593599378061	1593599396022
REQUEST	4395		Get Balance	1593599374071	1593599396031	OK	 
USER	Balance	4395	END	1593599374071	1593599396031
REQUEST	3495		Get Balance	1593599371071	1593599396048	OK	 
USER	Balance	3495	END	1593599371071	1593599396048
REQUEST	4703		Get Balance	1593599375099	1593599396054	OK	 
USER	Balance	4703	END	1593599375099	1593599396055
REQUEST	4704		Get Balance	1593599375099	1593599396060	OK	 
USER	Balance	4704	END	1593599375099	1593599396061
REQUEST	5604		Get Balance	1593599378103	1593599396063	OK	 
USER	Balance	5604	END	1593599378102	1593599396064
REQUEST	2310		Get Balance	1593599367113	1593599396079	OK	 
USER	Balance	2310	END	1593599367113	1593599396079
REQUEST	5313		Get Balance	1593599377139	1593599396089	OK	 
USER	Balance	5313	END	1593599377138	1593599396089
REQUEST	5316		Get Balance	1593599377149	1593599396100	OK	 
USER	Balance	5316	END	1593599377149	1593599396101
REQUEST	2010		Get Balance	1593599366129	1593599396104	OK	 
USER	Balance	2010	END	1593599366129	1593599396105
REQUEST	2321		Get Balance	1593599367149	1593599396111	OK	 
USER	Balance	2321	END	1593599367149	1593599396111
REQUEST	4720		Get Balance	1593599375164	1593599396126	OK	 
USER	Balance	4720	END	1593599375163	1593599396127
REQUEST	3524		Get Balance	1593599371172	1593599396142	OK	 
USER	Balance	3524	END	1593599371172	1593599396142
REQUEST	3525		Get Balance	1593599371172	1593599396147	OK	 
USER	Balance	3525	END	1593599371172	1593599396147
REQUEST	1666		Get Balance	1593599364981	1593599396155	OK	 
USER	Balance	1666	END	1593599364980	1593599396156
REQUEST	5933		Get Balance	1593599379204	1593599396172	OK	 
USER	Balance	5933	END	1593599379203	1593599396173
REQUEST	2338		Get Balance	1593599367213	1593599396181	OK	 
USER	Balance	2338	END	1593599367213	1593599396181
REQUEST	5642		Get Balance	1593599378233	1593599396193	OK	 
USER	Balance	5642	END	1593599378233	1593599396193
REQUEST	2036		Get Balance	1593599366224	1593599396194	OK	 
USER	Balance	2036	END	1593599366223	1593599396195
REQUEST	5652		Get Balance	1593599378259	1593599396206	OK	 
USER	Balance	5652	END	1593599378258	1593599396206
REQUEST	3843		Get Balance	1593599372239	1593599396218	OK	 
USER	Balance	3843	END	1593599372239	1593599396219
REQUEST	5350		Get Balance	1593599377261	1593599396230	OK	 
USER	Balance	5350	END	1593599377260	1593599396231
REQUEST	5651		Get Balance	1593599378259	1593599396233	OK	 
USER	Balance	5651	END	1593599378258	1593599396233
REQUEST	1452		Get Balance	1593599364273	1593599396246	OK	 
USER	Balance	1452	END	1593599364272	1593599396247
REQUEST	1758		Get Balance	1593599365292	1593599396257	OK	 
USER	Balance	1758	END	1593599365291	1593599396257
REQUEST	4999		Get Balance	1593599376089	1593599396272	OK	 
USER	Balance	4999	END	1593599376089	1593599396273
REQUEST	3271		Get Balance	1593599370324	1593599396279	OK	 
USER	Balance	3271	END	1593599370324	1593599396279
REQUEST	1766		Get Balance	1593599365323	1593599396286	OK	 
USER	Balance	1766	END	1593599365322	1593599396286
REQUEST	2679		Get Balance	1593599368339	1593599396289	OK	 
USER	Balance	2679	END	1593599368338	1593599396290
REQUEST	5377		Get Balance	1593599377349	1593599396303	OK	 
USER	Balance	5377	END	1593599377349	1593599396303
REQUEST	2388		Get Balance	1593599367371	1593599396320	OK	 
USER	Balance	2388	END	1593599367371	1593599396320
REQUEST	5380		Get Balance	1593599377360	1593599396321	OK	 
USER	Balance	5380	END	1593599377360	1593599396321
REQUEST	1427		Get Balance	1593599364184	1593599396327	OK	 
USER	Balance	1427	END	1593599364183	1593599396327
REQUEST	2694		Get Balance	1593599368392	1593599396336	OK	 
USER	Balance	2694	END	1593599368392	1593599396336
REQUEST	3594		Get Balance	1593599371399	1593599396353	OK	 
USER	Balance	3594	END	1593599371399	1593599396354
REQUEST	3888		Get Balance	1593599372390	1593599396357	OK	 
USER	Balance	3888	END	1593599372389	1593599396357
REQUEST	2692		Get Balance	1593599368392	1593599396359	OK	 
USER	Balance	2692	END	1593599368392	1593599396360
REQUEST	4795		Get Balance	1593599375411	1593599396378	OK	 
USER	Balance	4795	END	1593599375410	1593599396378
REQUEST	5404		Get Balance	1593599377439	1593599396392	OK	 
USER	Balance	5404	END	1593599377439	1593599396392
REQUEST	3606		Get Balance	1593599371442	1593599396396	OK	 
USER	Balance	3606	END	1593599371442	1593599396396
REQUEST	3603		Get Balance	1593599371431	1593599396401	OK	 
USER	Balance	3603	END	1593599371431	1593599396401
REQUEST	4692		Get Balance	1593599375062	1593599396415	OK	 
USER	Balance	4692	END	1593599375062	1593599396416
REQUEST	3908		Get Balance	1593599372454	1593599396430	OK	 
USER	Balance	3908	END	1593599372453	1593599396431
REQUEST	1391		Get Balance	1593599364063	1593599396432	OK	 
USER	Balance	1391	END	1593599364062	1593599396432
REQUEST	4817		Get Balance	1593599375479	1593599396437	OK	 
USER	Balance	4817	END	1593599375478	1593599396437
REQUEST	6012		Get Balance	1593599379468	1593599396454	OK	 
USER	Balance	6012	END	1593599379468	1593599396454
REQUEST	1101		Get Balance	1593599363099	1593599396465	OK	 
USER	Balance	1101	END	1593599363099	1593599396465
REQUEST	5064		Get Balance	1593599376310	1593599396470	OK	 
USER	Balance	5064	END	1593599376309	1593599396470
REQUEST	2729		Get Balance	1593599368514	1593599396473	OK	 
USER	Balance	2729	END	1593599368513	1593599396473
REQUEST	4529		Get Balance	1593599374524	1593599396486	OK	 
USER	Balance	4529	END	1593599374524	1593599396486
REQUEST	5434		Get Balance	1593599377524	1593599396504	OK	 
USER	Balance	5434	END	1593599377523	1593599396504
REQUEST	1777		Get Balance	1593599365349	1593599396508	OK	 
USER	Balance	1777	END	1593599365349	1593599396509
REQUEST	5440		Get Balance	1593599377559	1593599396522	OK	 
REQUEST	1837		Get Balance	1593599365550	1593599396522	OK	 
USER	Balance	5440	END	1593599377558	1593599396522
USER	Balance	1837	END	1593599365550	1593599396522
REQUEST	1840		Get Balance	1593599365561	1593599396538	OK	 
USER	Balance	1840	END	1593599365561	1593599396539
REQUEST	4543		Get Balance	1593599374571	1593599396540	OK	 
USER	Balance	4543	END	1593599374571	1593599396540
REQUEST	3647		Get Balance	1593599371579	1593599396557	OK	 
USER	Balance	3647	END	1593599371578	1593599396558
REQUEST	5093		Get Balance	1593599376399	1593599396559	OK	 
USER	Balance	5093	END	1593599376399	1593599396559
REQUEST	4437		Get Balance	1593599374208	1593599396575	OK	 
USER	Balance	4437	END	1593599374208	1593599396575
REQUEST	2751		Get Balance	1593599368592	1593599396576	OK	 
USER	Balance	2751	END	1593599368592	1593599396576
REQUEST	1853		Get Balance	1593599365614	1593599396598	OK	 
USER	Balance	1853	END	1593599365614	1593599396598
REQUEST	1732		Get Balance	1593599365204	1593599396601	OK	 
USER	Balance	1732	END	1593599365203	1593599396601
REQUEST	1262		Get Balance	1593599363631	1593599396607	OK	 
USER	Balance	1262	END	1593599363631	1593599396607
REQUEST	1866		Get Balance	1593599365650	1593599396613	OK	 
USER	Balance	1866	END	1593599365650	1593599396614
REQUEST	1867		Get Balance	1593599365650	1593599396633	OK	 
USER	Balance	1867	END	1593599365650	1593599396633
REQUEST	5474		Get Balance	1593599377669	1593599396649	OK	 
USER	Balance	5474	END	1593599377668	1593599396649
REQUEST	3679		Get Balance	1593599371691	1593599396654	OK	 
USER	Balance	3679	END	1593599371690	1593599396654
REQUEST	5717		Get Balance	1593599378478	1593599396661	OK	 
USER	Balance	5717	END	1593599378478	1593599396661
REQUEST	3379		Get Balance	1593599370692	1593599396666	OK	 
USER	Balance	3379	END	1593599370692	1593599396667
REQUEST	2780		Get Balance	1593599368692	1593599396678	OK	 
USER	Balance	2780	END	1593599368692	1593599396679
REQUEST	5786		Get Balance	1593599378709	1593599396691	OK	 
USER	Balance	5786	END	1593599378708	1593599396691
REQUEST	5788		Get Balance	1593599378719	1593599396697	OK	 
REQUEST	5793		Get Balance	1593599378741	1593599396697	OK	 
USER	Balance	5793	END	1593599378741	1593599396697
USER	Balance	5788	END	1593599378719	1593599396697
REQUEST	4294		Get Balance	1593599373728	1593599396713	OK	 
USER	Balance	4294	END	1593599373728	1593599396713
REQUEST	5497		Get Balance	1593599377752	1593599396725	OK	 
USER	Balance	5497	END	1593599377752	1593599396725
REQUEST	2506		Get Balance	1593599367773	1593599396728	OK	 
USER	Balance	2506	END	1593599367773	1593599396728
REQUEST	5199		Get Balance	1593599376761	1593599396735	OK	 
USER	Balance	5199	END	1593599376760	1593599396735
REQUEST	2513		Get Balance	1593599367788	1593599396756	OK	 
USER	Balance	2513	END	1593599367788	1593599396756
REQUEST	2449		Get Balance	1593599367583	1593599396760	OK	 
USER	Balance	2449	END	1593599367583	1593599396760
REQUEST	4491		Get Balance	1593599374393	1593599396770	OK	 
USER	Balance	4491	END	1593599374393	1593599396770
REQUEST	5519		Get Balance	1593599377820	1593599396777	OK	 
USER	Balance	5519	END	1593599377819	1593599396777
REQUEST	5821		Get Balance	1593599378830	1593599396798	OK	 
USER	Balance	5821	END	1593599378830	1593599396799
REQUEST	5817		Get Balance	1593599378819	1593599396803	OK	 
USER	Balance	5817	END	1593599378819	1593599396804
REQUEST	2764		Get Balance	1593599368639	1593599396814	OK	 
USER	Balance	2764	END	1593599368638	1593599396815
REQUEST	3727		Get Balance	1593599371848	1593599396821	OK	 
USER	Balance	3727	END	1593599371848	1593599396821
REQUEST	5543		Get Balance	1593599377899	1593599396836	OK	 
USER	Balance	5543	END	1593599377899	1593599396836
REQUEST	2828		Get Balance	1593599368854	1593599396837	OK	 
USER	Balance	2828	END	1593599368854	1593599396838
REQUEST	2251		Get Balance	1593599366923	1593599396853	OK	 
USER	Balance	2251	END	1593599366923	1593599396854
REQUEST	4947		Get Balance	1593599375920	1593599396856	OK	 
USER	Balance	4947	END	1593599375919	1593599396856
REQUEST	2793		Get Balance	1593599368728	1593599396868	OK	 
USER	Balance	2793	END	1593599368728	1593599396869
REQUEST	5261		Get Balance	1593599376960	1593599396870	OK	 
USER	Balance	5261	END	1593599376960	1593599396870
REQUEST	2857		Get Balance	1593599368953	1593599396885	OK	 
USER	Balance	2857	END	1593599368952	1593599396885
REQUEST	5559		Get Balance	1593599377952	1593599396890	OK	 
USER	Balance	5559	END	1593599377951	1593599396890
REQUEST	2576		Get Balance	1593599368002	1593599396905	OK	 
REQUEST	4910		Get Balance	1593599375790	1593599396905	OK	 
USER	Balance	2576	END	1593599368001	1593599396906
USER	Balance	4910	END	1593599375789	1593599396906
REQUEST	3656		Get Balance	1593599371611	1593599396919	OK	 
USER	Balance	3656	END	1593599371610	1593599396919
REQUEST	5580		Get Balance	1593599378018	1593599396930	OK	 
USER	Balance	5580	END	1593599378018	1593599396930
REQUEST	5285		Get Balance	1593599377038	1593599396942	OK	 
REQUEST	4022		Get Balance	1593599372829	1593599396942	OK	 
USER	Balance	4022	END	1593599372829	1593599396942
USER	Balance	5285	END	1593599377038	1593599396942
REQUEST	2591		Get Balance	1593599368048	1593599396954	OK	 
USER	Balance	2591	END	1593599368048	1593599396954
REQUEST	3791		Get Balance	1593599372061	1593599396967	OK	 
USER	Balance	3791	END	1593599372060	1593599396967
REQUEST	4693		Get Balance	1593599375073	1593599396976	OK	 
USER	Balance	4693	END	1593599375073	1593599396976
REQUEST	5593		Get Balance	1593599378072	1593599396980	OK	 
USER	Balance	5593	END	1593599378072	1593599396981
REQUEST	5596		Get Balance	1593599378082	1593599396986	OK	 
USER	Balance	5596	END	1593599378082	1593599396987
REQUEST	5903		Get Balance	1593599379098	1593599397000	OK	 
USER	Balance	5903	END	1593599379098	1593599397001
REQUEST	1704		Get Balance	1593599365109	1593599397012	OK	 
REQUEST	5907		Get Balance	1593599379120	1593599397012	OK	 
USER	Balance	1704	END	1593599365108	1593599397012
USER	Balance	5907	END	1593599379119	1593599397012
REQUEST	5014		Get Balance	1593599376142	1593599397025	OK	 
USER	Balance	5014	END	1593599376142	1593599397025
REQUEST	5617		Get Balance	1593599378150	1593599397036	OK	 
USER	Balance	5617	END	1593599378150	1593599397036
REQUEST	4362		Get Balance	1593599373959	1593599397052	OK	 
USER	Balance	4362	END	1593599373959	1593599397052
REQUEST	3824		Get Balance	1593599372172	1593599397053	OK	 
USER	Balance	3824	END	1593599372172	1593599397053
REQUEST	5626		Get Balance	1593599378182	1593599397067	OK	 
USER	Balance	5626	END	1593599378181	1593599397068
REQUEST	2931		Get Balance	1593599369195	1593599397075	OK	 
USER	Balance	2931	END	1593599369195	1593599397075
REQUEST	5811		Get Balance	1593599378798	1593599397089	OK	 
USER	Balance	5811	END	1593599378798	1593599397089
REQUEST	5335		Get Balance	1593599377214	1593599397098	OK	 
REQUEST	2937		Get Balance	1593599369209	1593599397098	OK	 
USER	Balance	2937	END	1593599369208	1593599397098
USER	Balance	5335	END	1593599377213	1593599397098
REQUEST	5936		Get Balance	1593599379209	1593599397104	OK	 
USER	Balance	5936	END	1593599379208	1593599397105
REQUEST	2943		Get Balance	1593599369229	1593599397117	OK	 
USER	Balance	2943	END	1593599369229	1593599397117
REQUEST	2050		Get Balance	1593599366260	1593599397130	OK	 
USER	Balance	2050	END	1593599366260	1593599397130
REQUEST	5655		Get Balance	1593599378269	1593599397132	OK	 
USER	Balance	5655	END	1593599378269	1593599397132
REQUEST	2354		Get Balance	1593599367261	1593599397139	OK	 
USER	Balance	2354	END	1593599367261	1593599397140
REQUEST	5358		Get Balance	1593599377292	1593599397159	OK	 
USER	Balance	5358	END	1593599377291	1593599397159
REQUEST	3797		Get Balance	1593599372082	1593599397167	OK	 
USER	Balance	3797	END	1593599372082	1593599397168
REQUEST	5063		Get Balance	1593599376299	1593599397177	OK	 
USER	Balance	5063	END	1593599376299	1593599397178
REQUEST	5603		Get Balance	1593599378103	1593599397183	OK	 
USER	Balance	5603	END	1593599378102	1593599397183
REQUEST	4765		Get Balance	1593599375310	1593599397196	OK	 
USER	Balance	4765	END	1593599375310	1593599397196
REQUEST	5670		Get Balance	1593599378322	1593599397202	OK	 
USER	Balance	5670	END	1593599378322	1593599397202
REQUEST	1168		Get Balance	1593599363322	1593599397211	OK	 
USER	Balance	1168	END	1593599363321	1593599397211
REQUEST	5069		Get Balance	1593599376321	1593599397214	OK	 
USER	Balance	5069	END	1593599376320	1593599397214
REQUEST	2682		Get Balance	1593599368349	1593599397230	OK	 
USER	Balance	2682	END	1593599368349	1593599397230
REQUEST	5979		Get Balance	1593599379362	1593599397241	OK	 
USER	Balance	5979	END	1593599379362	1593599397241
REQUEST	5084		Get Balance	1593599376368	1593599397250	OK	 
USER	Balance	5084	END	1593599376368	1593599397251
REQUEST	2981		Get Balance	1593599369361	1593599397254	OK	 
USER	Balance	2981	END	1593599369361	1593599397254
REQUEST	4729		Get Balance	1593599375189	1593599397269	OK	 
USER	Balance	4729	END	1593599375189	1593599397269
REQUEST	2691		Get Balance	1593599368382	1593599397286	OK	 
USER	Balance	2691	END	1593599368381	1593599397286
REQUEST	5393		Get Balance	1593599377402	1593599397287	OK	 
USER	Balance	5393	END	1593599377402	1593599397288
REQUEST	1797		Get Balance	1593599365418	1593599397290	OK	 
USER	Balance	1797	END	1593599365418	1593599397290
REQUEST	5103		Get Balance	1593599376441	1593599397303	OK	 
USER	Balance	5103	END	1593599376440	1593599397303
REQUEST	1806		Get Balance	1593599365451	1593599397318	OK	 
USER	Balance	1806	END	1593599365450	1593599397318
REQUEST	5106		Get Balance	1593599376452	1593599397324	OK	 
USER	Balance	5106	END	1593599376451	1593599397324
REQUEST	3910		Get Balance	1593599372458	1593599397328	OK	 
USER	Balance	3910	END	1593599372458	1593599397328
REQUEST	5713		Get Balance	1593599378473	1593599397342	OK	 
USER	Balance	5713	END	1593599378473	1593599397343
REQUEST	6017		Get Balance	1593599379479	1593599397354	OK	 
USER	Balance	6017	END	1593599379478	1593599397355
REQUEST	5727		Get Balance	1593599378510	1593599397367	OK	 
USER	Balance	5727	END	1593599378510	1593599397368
